label,model_input,model_output,segmented_output,factuality,deberta_finetuned,roberta_finetuned,bart_fintuned,llama_foundation,llama_finetuned
bad_credit,Checking account is low balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is unemployed; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is not a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer has multiple red flags, including a low checking account balance, a long loan duration, a high loan amount, a low saving account balance, unemployment, a high installment rate, and a foreign worker status, which indicate a higher risk of default and financial instability.","
The customer has multiple red flags, including a low checking account balance;  a long loan duration;  a high loan amount;  a low saving account balance; unemployment;  a high installment rate; and a foreign worker status",,,,,,
bad_credit,Checking account is low balance; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is shorter than 1 year; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is not own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer has several red flags, including a low balance in their checking account, a short loan duration, a low loan amount, a low installment rate as a percentage of disposable income, and a short employment history. Additionally, the customer has a foreign worker status, which may indicate a higher risk of default. The customer's financial status is further compromised by the fact that they have a low balance in their saving account and do not own a house, indicating a lack of financial stability.","The customer has several red flags, including a low balance in their checking account;  a short loan duration;  a low loan amount;  a low installment rate as a percentage of disposable income;  and a short employment history; Additionally, the customer has a foreign worker status, which may indicate a higher risk of default; The customer's financial status is further compromised by the fact that they have a low balance in their saving account and do not own a house, indicating a lack of financial stability",,"The customer's financial status is further compromised by the fact that they have a low balance in their saving account and do not own a house, indicating a lack of financial stability",,,,
bad_credit,Checking account is negative balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is shorter than 1 year; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is building society savings agreement or life insurance; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is not own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer has several red flags, including a negative checking account balance, a loan with a duration longer than 50% of all cases in the bank, a loan amount higher than 50% of all cases in the bank, a low saving account balance, and a shorter than 1-year employment history. Additionally, the customer's installment rate is lower than 50% of all cases in the bank, and they have a non-registered telephone. These factors suggest that the customer may be struggling financially and may not be able to manage their debt obligations.","The customer has several red flags, including a negative checking account balance; a loan with a duration longer than 50% of all cases in the bank; a loan amount higher than 50% of all cases in the bank;  a low saving account balance;  and a shorter than 1-year employment history; Additionally, the customer's installment rate is lower than 50% of all cases in the bank, and they have a non-registered telephone",,,,,,
bad_credit,Checking account is negative balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer has several red flags, including a negative checking account balance, a loan duration longer than 50% of all cases in the bank, a low saving account balance, and a high installment rate in percentage of disposable income. Additionally, the customer's employment status is not verified, and they have a foreign worker status, which may indicate potential issues with their financial stability and creditworthiness.","The customer has several red flags, including a negative checking account balance;  a loan duration longer than 50% of all cases in the bank;  a low saving account balance; and a high installment rate in percentage of disposable income;  Additionally, the customer's employment status is not verified, and they have a foreign worker status, which may indicate potential issues with their financial stability and creditworthiness","Additionally, the customer's employment status is not verified, and they have a foreign worker status, which may indicate potential issues with their financial stability and creditworthiness","Additionally, the customer's employment status is not verified, and they have a foreign worker status, which may indicate potential issues with their financial stability and creditworthiness","Additionally, the customer's employment status is not verified, and they have a foreign worker status, which may indicate potential issues with their financial stability and creditworthiness","Additionally, the customer's employment status is not verified, and they have a foreign worker status, which may indicate potential issues with their financial stability and creditworthiness",,
bad_credit,Checking account is negative balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer has several red flags, including a negative checking account balance, a loan duration longer than 50% of all cases in the bank, a low saving account balance, a high installment rate in percentage of disposable income, and a telephone not registered under the customer's name. Additionally, the customer is a foreign worker, which may indicate financial instability or uncertainty. These factors collectively suggest that the customer may not be managing their finances effectively and may be at risk of defaulting on payments.","The customer has several red flags, including a negative checking account balance;  a loan duration longer than 50% of all cases in the bank;  a low saving account balance;  a high installment rate in percentage of disposable income;  and a telephone not registered under the customer's name;  Additionally, the customer is a foreign worker, which may indicate financial instability or uncertainty",,,,,,
bad_credit,Checking account is low balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is unknown or none; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is not own; Job is not a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer has several red flags, including a low balance in their checking account, a long loan duration, a high loan amount, a low balance in their saving account, and an installment rate that is higher than 50% of all cases in the bank. Additionally, the customer's employment status is not a skilled employee or a resident, and they have a high number of people being liable to provide maintenance for, which may indicate financial strain. The customer's foreign worker status may also be a concern, as it could indicate a lack of financial stability in their home country. Overall, these factors suggest that the customer may not be managing their finances effectively and may be at risk of defaulting on their debts.","The customer has several red flags, including a low balance in their checking account; a long loan duration; a high loan amount; a low balance in their saving account; and an installment rate that is higher than 50% of all cases in the bank;  Additionally, the customer's employment status is not a skilled employee or a resident, and they have a high number of people being liable to provide maintenance for, which may indicate financial strain; The customer's foreign worker status may also be a concern, as it could indicate a lack of financial stability in their home country",,,,,,
bad_credit,Checking account is negative balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is unknown or none; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer has several red flags, including a negative checking account balance, a loan duration longer than 50% of all cases in the bank, a loan amount higher than 50% of all cases in the bank, a low saving account balance, and an age older than 50% of all cases in the bank. Additionally, the customer has a history of being a skilled employee or resident, which may indicate a stable income, but the negative checking account balance and high loan amounts suggest financial difficulties.","The customer has several red flags, including a negative checking account balance; a loan duration longer than 50% of all cases in the bank; a loan amount higher than 50% of all cases in the bank; a low saving account balance; and an age older than 50% of all cases in the bank;  Additionally, the customer has a history of being a skilled employee or resident, which may indicate a stable income, but the negative checking account balance and high loan amounts suggest financial difficulties",,,,,,
bad_credit,Checking account is low balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is shorter than 1 year; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is building society savings agreement or life insurance; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer has several red flags, including a low balance in their checking account, a longer loan duration, a higher loan amount, a low balance in their saving account, a short employment history, a high installment rate, and a lack of other debtors. Additionally, the customer's property is not a primary residence, they are not a homeowner, and they are a foreign worker, which may indicate financial instability and a higher risk of default.","The customer has several red flags, including a low balance in their checking account;  a longer loan duration; a higher loan amount; a low balance in their saving account; a short employment history; a high installment rate; and a lack of other debtors;  Additionally, the customer's property is not a primary residence, they are not a homeowner, and they are a foreign worker, which may indicate financial instability and a higher risk of default",,"Additionally, the customer's property is not a primary residence, they are not a homeowner, and they are a foreign worker, which may indicate financial instability and a higher risk of default","Additionally, the customer's property is not a primary residence, they are not a homeowner, and they are a foreign worker, which may indicate financial instability and a higher risk of default","Additionally, the customer's property is not a primary residence, they are not a homeowner, and they are a foreign worker, which may indicate financial instability and a higher risk of default",,
bad_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is a co-applicant for other debts; Property is real estate; Age is older than 50% of all cases in the bank; Other installment plans are stores; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer's creditworthiness is assessed as 'bad credit' due to the presence of several red flags, including a low balance in the saving account, a high installment rate in percentage of disposable income, a co-applicant for other debts, a store-based installment plan, and a telephone not registered under the customer's name, which may indicate a lack of financial discipline and stability.","The customer's creditworthiness is assessed as 'bad credit' due to the presence of several red flags, including a low balance in the saving account; a high installment rate in percentage of disposable income;  a co-applicant for other debts; a store-based installment plan; and a telephone not registered under the customer's name",,,,,,
bad_credit,Checking account is negative balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is unknown or none; Age is older than 50% of all cases in the bank; Other installment plans are stores; Housing is not own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer has several red flags, including a negative checking account balance, a loan amount higher than 50% of all cases in the bank, a low saving account balance, and a high installment rate in percentage of disposable income. Additionally, the customer has a long-term employment history, which may indicate financial stability, but is offset by other negative attributes. The customer's foreign worker status and unknown property status also raise concerns. Overall, these factors suggest that the customer may be taking on too much debt and may not be managing their finances effectively.","The customer has several red flags, including a negative checking account balance; a loan amount higher than 50% of all cases in the bank; a low saving account balance; and a high installment rate in percentage of disposable income; Additionally, the customer has a long-term employment history, which may indicate financial stability, but is offset by other negative attributes; The customer's foreign worker status and unknown property status also raise concerns",,,,,,
bad_credit,Checking account is low balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is unknown or none; Age is older than 50% of all cases in the bank; Other installment plans are banks; Housing is not own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer has several red flags, including a low balance in their checking account, a longer loan duration, a lower loan amount, and a low balance in their saving account, indicating potential financial instability. Additionally, the customer's installment rate is higher than 50% of all cases in the bank, suggesting a high level of debt. The customer's age is also older than 50% of all cases in the bank, which may indicate a longer credit history. Furthermore, the customer's job is a skilled employee or a resident, which may suggest a stable income, but the customer's housing status is not owning, and the customer is a foreign worker, which could indicate potential financial challenges.","The customer has several red flags, including a low balance in their checking account; a longer loan duration; a lower loan amount; and a low balance in their saving account, indicating potential financial instability;Additionally, the customer's installment rate is higher than 50% of all cases in the bank, suggesting a high level of debt; The customer's age is also older than 50% of all cases in the bank, which may indicate a longer credit history; Furthermore, the customer's job is a skilled employee or a resident, which may suggest a stable income, but the customer's housing status is not owning, and the customer is a foreign worker, which could indicate potential financial challenges.",,,,,,
bad_credit,Checking account is low balance; Loan duration is shorter than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is high balance; Present employment is unemployed; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is unknown or none; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is not a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer has several red flags, including a low checking account balance, a shorter loan duration, a higher loan amount, and an unemployed present employment status. Additionally, the installment rate is lower than 50% of all cases in the bank, indicating potential financial strain. The customer's age, housing status, and job type also raise concerns, suggesting that they may not have a stable financial foundation.","The customer has several red flags, including a low checking account balance; a shorter loan duration; a higher loan amount; and an unemployed present employment status; Additionally, the installment rate is lower than 50% of all cases in the bank, indicating potential financial strain; The customer's age, housing status, and job type also raise concerns, suggesting that they may not have a stable financial foundation",,,,,,
bad_credit,Checking account is negative balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is shorter than 1 year; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is a co-applicant for other debts; Property is unknown or none; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is not own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer has several red flags, including a negative checking account balance, a loan duration longer than 50% of all cases in the bank, a loan amount higher than 50% of all cases in the bank, a low saving account balance, and a short employment history. Additionally, the customer's installment rate is higher than 50% of all cases in the bank, indicating a high level of debt, and they have other debtors as co-applicants, which increases the risk of default. The customer's age is also younger than 50% of all cases in the bank, and they have no property, which suggests a lack of financial security.","The customer has several red flags, including a negative checking account balance; a loan duration longer than 50% of all cases in the bank; a loan amount higher than 50% of all cases in the bank; a low saving account balance; and a short employment history; Additionally, the customer's installment rate is higher than 50% of all cases in the bank, indicating a high level of debt, and they have other debtors as co-applicants, which increases the risk of default;  The customer's age is also younger than 50% of all cases in the bank, and they have no property, which suggests a lack of financial security",,,,,,
bad_credit,Checking account is low balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is unknown or none; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is not own; Job is not a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer has several red flags, including a low balance in their checking account, a longer loan duration, a lower loan amount, and a low balance in their saving account, indicating potential financial instability. Additionally, the customer's employment history is not impressive, with a job that is not a skilled employee or a resident, and they have a high installment rate in percentage of disposable income, which may indicate financial strain. The customer also has a high age, a non-owned housing, and a high number of people being liable to provide maintenance, further contributing to the assessment of bad creditworthiness.","The customer has several red flags, including a low balance in their checking account; a longer loan duration; a lower loan amount; and a low balance in their saving account, indicating potential financial instability; Additionally, the customer's employment history is not impressive, with a job that is not a skilled employee or a resident, and they have a high installment rate in percentage of disposable income, which may indicate financial strain; The customer also has a high age; a non-owned housing; and a high number of people being liable to provide maintenance",,"Additionally, the customer's employment history is not impressive, with a job that is not a skilled employee or a resident, and they have a high installment rate in percentage of disposable income, which may indicate financial strain","Additionally, the customer's employment history is not impressive, with a job that is not a skilled employee or a resident, and they have a high installment rate in percentage of disposable income, which may indicate financial strain","Additionally, the customer's employment history is not impressive, with a job that is not a skilled employee or a resident, and they have a high installment rate in percentage of disposable income, which may indicate financial strain",,
bad_credit,Checking account is low balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer has several red flags, including a low balance in their checking account, a longer loan duration, a higher loan amount, and a low balance in their saving account, indicating potential financial instability. Additionally, their installment rate is lower than 50% of all cases in the bank, and they have a relatively short employment tenure, which may suggest financial uncertainty. The customer's age is also younger than 50% of all cases in the bank, and they have a car as their primary property, which may indicate a higher risk of financial strain.","The customer has several red flags, including a low balance in their checking account; a longer loan duration; a higher loan amount; and a low balance in their saving account, indicating potential financial instability; Additionally, their installment rate is lower than 50% of all cases in the bank, and they have a relatively short employment tenure, which may suggest financial uncertainty; The customer's age is also younger than 50% of all cases in the bank; and they have a car as their primary property",,,,,,
bad_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is longer than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is unknown or none; Age is older than 50% of all cases in the bank; Other installment plans are stores; Housing is not own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer's creditworthiness is classified as 'bad credit' due to the presence of several red flags, including a low savings account balance, a high installment rate as a percentage of disposable income, unknown or no property, and a job that is not a primary residence or a skilled employee. Additionally, the customer's age is older than 50% of the bank's average age, and they have other installment plans through stores, indicating a higher risk of default.","The customer's creditworthiness is classified as 'bad credit' due to the presence of several red flags, including a low savings account balance; a high installment rate as a percentage of disposable income; unknown or no property; and a job that is not a primary residence or a skilled employee; Additionally, the customer's age is older than 50% of the bank's average age, and they have other installment plans through stores, indicating a higher risk of default",and a job that is not a primary residence or a skilled employee,,and a job that is not a primary residence or a skilled employee,and a job that is not a primary residence or a skilled employee,,
bad_credit,Checking account is negative balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is high balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is unknown or none; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is not a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer has several red flags, including a negative checking account balance, a loan duration longer than 50% of all cases in the bank, and a loan amount lower than 50% of all cases in the bank, indicating potential financial instability. Additionally, the customer's employment status is not a skilled employee or a resident, and they have a high number of people being liable to provide maintenance for, which may indicate financial strain. The customer's foreign worker status also raises concerns about their financial stability and ability to manage debt.","The customer has several red flags, including a negative checking account balance; a loan duration longer than 50% of all cases in the bank; and a loan amount lower than 50% of all cases in the bank, indicating potential financial instability; Additionally, the customer's employment status is not a skilled employee or a resident, and they have a high number of people being liable to provide maintenance for, which may indicate financial strain; The customer's foreign worker status also raises concerns about their financial stability and ability to manage debt",,,,,,
bad_credit,Checking account is negative balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is shorter than 1 year; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer has several red flags, including a negative checking account balance, a loan with a duration longer than 50% of all cases in the bank, a loan amount higher than 50% of all cases in the bank, a low saving account balance, and a high installment rate as a percentage of disposable income. Additionally, the customer's employment status is short, and they have a car as their primary property, which may indicate financial instability. The customer's age is also above the median, and they have a high number of people relying on them for maintenance, which could further strain their finances.","The customer has several red flags, including a negative checking account balance;  a loan with a duration longer than 50% of all cases in the bank; a loan amount higher than 50% of all cases in the bank; a low saving account balance; and a high installment rate as a percentage of disposable income; Additionally, the customer's employment status is short, and they have a car as their primary property, which may indicate financial instability; The customer's age is also above the median;  and they have a high number of people relying on them for maintenance, which could further strain their finances","and they have a high number of people relying on them for maintenance, which could further strain their finances","and they have a high number of people relying on them for maintenance, which could further strain their finances","and they have a high number of people relying on them for maintenance, which could further strain their finances","and they have a high number of people relying on them for maintenance, which could further strain their finances",,"and they have a high number of people relying on them for maintenance, which could further strain their finances"
bad_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is high balance; Present employment is shorter than 1 year; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Good credit

Explanation: The customer has a high balance in their checking account, a long-term loan assignment, a high loan amount, a high balance in their saving account, a stable job as a skilled employee or resident, and a registered telephone under their name. Additionally, they are a foreign worker, have a stable housing situation, and are not a debtor with other debtors. The customer's age is also within the average range, and they have a low installment rate as a percentage of their disposable income. The customer's financial status is stable and secure, indicating good creditworthiness.","The customer has a high balance in their checking account; a long-term loan assignment;  a high loan amount;  a high balance in their saving account;a stable job as a skilled employee or resident; and a registered telephone under their name; Additionally, they are a foreign worker, have a stable housing situation, and are not a debtor with other debtors; The customer's age is also within the average range; and they have a low installment rate as a percentage of their disposable income; The customer's financial status is stable and secure, indicating good creditworthiness",The customer's age is also within the average range,,The customer's age is also within the average range,,,
bad_credit,Checking account is low balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is unknown or none; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is not own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer has several red flags, including a low balance in their checking account, a long loan duration, a high loan amount, a low balance in their saving account, and an unknown or non-existent property. Additionally, the customer's employment status is relatively short-term, and their installment rate is lower than the average. The customer also has no other debtors and is not a homeowner, which further indicates financial instability.","The customer has several red flags, including a low balance in their checking account; a long loan duration; a high loan amount; a low balance in their saving account; and an unknown or non-existent property; Additionally, the customer's employment status is relatively short-term, and their installment rate is lower than the average; The customer also has no other debtors and is not a homeowner, which further indicates financial instability",,,,,,
bad_credit,Checking account is negative balance; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is real estate; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer has several red flags, including a negative checking account balance, a short loan duration, a low saving account balance, a high installment rate, and a telephone not registered under their name. These indicators suggest that the customer may be struggling financially and is taking on excessive debt, which can increase the risk of default. Additionally, the customer's foreign worker status and the fact that they are a skilled employee or resident may indicate a higher risk of financial instability.","The customer has several red flags, including a negative checking account balance; a short loan duration; a low saving account balance; a high installment rate; and a telephone not registered under their name; Additionally, the customer's foreign worker status and the fact that they are a skilled employee or resident may indicate a higher risk of financial instability",,,,,,
bad_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is high balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is building society savings agreement or life insurance; Age is younger than 50% of all cases in the bank; Other installment plans are banks; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Good credit

The customer has a high checking account balance, a long-term salary assignment, a short loan duration, a low loan amount, a high saving account balance, a long-term employment, a high installment rate, no other debtors, a property in a building society savings agreement or life insurance, an age below 50%, other installment plans with the bank, owning a house, a skilled job, and being a foreign worker, which collectively indicate a stable financial situation and responsible credit behavior.",The customer has a high checking account balance; a long-term salary assignment; a short loan duration; a low loan amount; a high saving account balance; a long-term employment; a high installment rate; no other debtors; a property in a building society savings agreement or life insurance; an age below 50%; other installment plans with the bank; owning a house; a skilled job; and being a foreign worker,,,,an age below 50%,,
bad_credit,Checking account is low balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is shorter than 1 year; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is unknown or none; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is not own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer has several red flags, including a low balance in their checking account, a longer loan duration, a higher loan amount, a low balance in their saving account, a short employment history, a lower installment rate as a percentage of disposable income, and unknown or no property. Additionally, the customer's age is older than 50% of the average bank customer, and they have a high number of people relying on them for maintenance. These factors suggest that the customer may be overextending themselves financially and may struggle to manage their debt.","The customer has several red flags, including a low balance in their checking account; a longer loan duration; a higher loan amount; a low balance in their saving account; a short employment history; a lower installment rate as a percentage of disposable income; and unknown or no property; Additionally, the customer's age is older than 50% of the average bank customer, and they have a high number of people relying on them for maintenance","Additionally, the customer's age is older than 50% of the average bank customer, and they have a high number of people relying on them for maintenance",,,"Additionally, the customer's age is older than 50% of the average bank customer, and they have a high number of people relying on them for maintenance",,
bad_credit,Checking account is low balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is a co-applicant for other debts; Property is car or other; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is not a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer has several red flags, including a low balance in their checking account, a longer loan duration, a higher loan amount, a low balance in their saving account, and an age that is older than 50% of the bank's average age. Additionally, the customer's employment status is not skilled, and they have a co-applicant for other debts, which may indicate financial instability. The customer's financial situation is further complicated by their foreign worker status, which may indicate a higher risk of financial difficulties.","The customer has several red flags, including a low balance in their checking account; a longer loan duration; a higher loan amount; a low balance in their saving account; and an age that is older than 50% of the bank's average age; Additionally, the customer's employment status is not skilled, and they have a co-applicant for other debts, which may indicate financial instability; The customer's financial situation is further complicated by their foreign worker status, which may indicate a higher risk of financial difficulties",,,,,,
