label,model_input,model_output,segmented_output,factuality,deberta_finetuned,roberta_finetuned,bart_fintuned,gemma_foundation,gemma_finetuned
bad_credit,Checking account is low balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is unemployed; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is not a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags that indicate poor creditworthiness: low balance in both checking and savings accounts, a long loan duration, a high installment rate exceeding the average, unemployment, and a foreign worker status. These factors suggest financial instability and a lack of reliable income, making it highly unlikely they can manage debt responsibly. 
",low balance in both checking and savings accounts; a long loan duration; a high installment rate exceeding the average; unemployment; and a foreign worker status,,,,,,
bad_credit,Checking account is low balance; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is shorter than 1 year; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is not own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags that indicate poor creditworthiness: low balance in both checking and savings accounts, short employment history, and a foreign worker status.  Additionally, the low loan amount and short loan duration suggest a lack of financial stability and a higher risk of default.  
","low balance in both checking and savings accounts; short employment history; and a foreign worker status; Additionally, the low loan amount and short loan duration suggest a lack of financial stability and a higher risk of default",,,,,,
bad_credit,Checking account is negative balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is shorter than 1 year; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is building society savings agreement or life insurance; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is not own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags that indicate poor creditworthiness: a negative checking account balance, a long loan duration exceeding the average, a high loan amount exceeding the average, a low saving account balance, a short employment history, a low installment rate compared to the average, and being a foreign worker. These factors suggest potential financial instability and a higher risk of defaulting on loans. 
",a negative checking account balance; a long loan duration exceeding the average; a high loan amount exceeding the average; a low saving account balance; a short employment history; a low installment rate compared to the average; and being a foreign worker; These factors suggest potential financial instability and a higher risk of defaulting on loans,,,,,,
bad_credit,Checking account is negative balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for poor creditworthiness: a negative checking account balance, a long loan duration exceeding the average, a low saving account balance, a high installment rate exceeding the average, and a foreign worker status. These factors suggest potential financial instability and a higher risk of defaulting on loans. 
",a negative checking account balance; a long loan duration exceeding the average; a low saving account balance; a high installment rate exceeding the average; and a foreign worker status,,,,,,
bad_credit,Checking account is negative balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for bad creditworthiness: a negative checking account balance, a loan duration exceeding the average, a loan amount below the average, a low saving account balance, a high installment rate exceeding the average, and a foreign worker status. These factors suggest potential financial instability and a higher risk of defaulting on loans. 
",a negative checking account balance; a loan duration exceeding the average; a loan amount below the average; a low saving account balance; a high installment rate exceeding the average; and a foreign worker status,,,,,,
bad_credit,Checking account is low balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is unknown or none; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is not own; Job is not a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for poor creditworthiness: low balance in both checking and savings accounts, a long loan duration exceeding 50% of the bank's cases, a high loan amount exceeding 50% of the bank's cases, a high installment rate exceeding 50% of the bank's cases, and a history of being a foreign worker. These factors suggest potential financial instability and a higher risk of defaulting on loans. 
",low balance in both checking and savings accounts; a long loan duration exceeding 50% of the bank's cases; a high loan amount exceeding 50% of the bank's cases; a high installment rate exceeding 50% of the bank's cases; and a history of being a foreign worker,,,,,,
bad_credit,Checking account is negative balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is unknown or none; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for bad creditworthiness: a negative checking account balance, a long loan duration exceeding 50% of the bank's cases, a high loan amount exceeding 50% of the bank's cases, a low balance in their saving account, and a foreign worker status. These factors suggest potential financial instability and a higher risk of defaulting on loans. 
",a negative checking account balance; a long loan duration exceeding 50% of the bank's cases; a high loan amount exceeding 50% of the bank's cases; a low balance in their saving account; and a foreign worker status,,,,,,
bad_credit,Checking account is low balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is shorter than 1 year; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is building society savings agreement or life insurance; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags that indicate poor creditworthiness: low balance in both checking and savings accounts, a long loan duration exceeding the average, a high loan amount exceeding the average, a high installment rate exceeding the average, and a foreign worker status. These factors suggest potential financial instability and a higher risk of defaulting on loans.  
",low balance in both checking and savings accounts; a long loan duration exceeding the average; a high loan amount exceeding the average; a high installment rate exceeding the average; and a foreign worker status,,,,,,
bad_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is a co-applicant for other debts; Property is real estate; Age is older than 50% of all cases in the bank; Other installment plans are stores; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

Based on the provided attributes, the customer exhibits several red flags that indicate poor creditworthiness.  The high installment rate exceeding 50% of disposable income, co-applicant status for other debts, and foreign worker status all suggest a higher risk of default. Additionally, the low balance in the saving account and the lack of a registered phone number further contribute to a negative credit profile. 
","The high installment rate exceeding 50% of disposable income; co-applicant status for other debts; and foreign worker status all suggest a higher risk of default; Additionally, the low balance in the saving account and the lack of a registered phone number further contribute to a negative credit profile",,,,,,"Additionally, the low balance in the saving account and the lack of a registered phone number further contribute to a negative credit profile"
bad_credit,Checking account is negative balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is unknown or none; Age is older than 50% of all cases in the bank; Other installment plans are stores; Housing is not own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for poor creditworthiness: a negative checking account balance, a long loan duration exceeding 50% of the bank's cases, a high loan amount exceeding 50% of the bank's cases, a low balance in their saving account, a high installment rate exceeding 50% of the bank's cases, and a history of other installment plans.  Additionally, the customer is a foreign worker, and their housing situation is not owned. These factors collectively point towards a higher risk of default and a poor credit history. 
","a negative checking account balance; a long loan duration exceeding 50% of the bank's cases; a high loan amount exceeding 50% of the bank's cases; a low balance in their saving account; a high installment rate exceeding 50% of the bank's cases; and a history of other installment plans; Additionally, the customer is a foreign worker; and their housing situation is not owned",,,,,,
bad_credit,Checking account is low balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is unknown or none; Age is older than 50% of all cases in the bank; Other installment plans are banks; Housing is not own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for poor creditworthiness: low balance in both checking and savings accounts, a long loan duration exceeding 50% of the bank's cases, a low loan amount compared to the average, a high installment rate exceeding 50% of the bank's cases, and a history of other installment plans.  Additionally, the foreign worker status and lack of property ownership further contribute to a negative assessment. 
","low balance in both checking and savings accounts; a long loan duration exceeding 50% of the bank's cases; a low loan amount compared to the average; a high installment rate exceeding 50% of the bank's cases; and a history of other installment plans; Additionally, the foreign worker status and lack of property ownership further contribute to a negative assessment",,,,,,
bad_credit,Checking account is low balance; Loan duration is shorter than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is high balance; Present employment is unemployed; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is unknown or none; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is not a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags that indicate poor creditworthiness: unemployment, low balance in checking account, high loan amount, and a foreign worker status. These factors suggest a lack of financial stability and a potential inability to repay debts. The combination of these attributes points towards a high risk of default. 
",unemployment; low balance in checking account; high loan amount; and a foreign worker status,,,,,,
bad_credit,Checking account is negative balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is shorter than 1 year; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is a co-applicant for other debts; Property is unknown or none; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is not own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags that indicate poor creditworthiness: a negative checking account balance, a long loan duration exceeding the average, a high loan amount exceeding the average, a low saving account balance, a short employment history, a high installment rate exceeding the average, co-applicant status for other debts, unknown property ownership, a young age, and a foreign worker status. These factors collectively suggest a higher risk of default and a lower likelihood of repaying debts on time. 
",a negative checking account balance; a long loan duration exceeding the average; a high loan amount exceeding the average; a low saving account balance; a short employment history; a high installment rate exceeding the average; co-applicant status for other debts; unknown property ownership; a young age; and a foreign worker status,,,,,,
bad_credit,Checking account is low balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is unknown or none; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is not own; Job is not a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for poor creditworthiness: low balance in both checking and savings accounts, a long loan duration exceeding the average, a low loan amount compared to the bank's average, a high installment rate exceeding the average, and a history of being a foreign worker. These factors suggest potential financial instability and a higher risk of defaulting on loans. 
",low balance in both checking and savings accounts; a long loan duration exceeding the average; a low loan amount compared to the bank's average; a high installment rate exceeding the average; and a history of being a foreign worker,,,,,,
bad_credit,Checking account is low balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for bad credit: low balance in both checking and savings accounts, a long loan duration exceeding 50% of the bank's cases, a high loan amount exceeding 50% of the bank's cases, and a foreign worker status. These factors suggest potential financial instability and a higher risk of defaulting on loans. 
",low balance in both checking and savings accounts; a long loan duration exceeding 50% of the bank's cases; a high loan amount exceeding 50% of the bank's cases; and a foreign worker status,,,,,,
bad_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is longer than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is unknown or none; Age is older than 50% of all cases in the bank; Other installment plans are stores; Housing is not own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

Based on the provided attributes, the customer exhibits several red flags that indicate poor creditworthiness.  The high installment rate exceeding 50% of disposable income, combined with a foreign worker status, suggests potential financial instability.  Additionally, the low balance in the saving account and the lack of property ownership further contribute to a negative credit profile. 
","The high installment rate exceeding 50% of disposable income; combined with a foreign worker status, suggests potential financial instability; Additionally, the low balance in the saving account and the lack of property ownership further contribute to a negative credit profile",,,,,,
bad_credit,Checking account is negative balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is high balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is unknown or none; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is not a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for bad credit: a negative checking account balance, a loan duration exceeding the average, a loan amount below the average, and an installment rate exceeding the average.  Additionally, the foreign worker status and the lack of a skilled job raise concerns about financial stability. 
","a negative checking account balance; a loan duration exceeding the average; a loan amount below the average; and an installment rate exceeding the average; Additionally, the foreign worker status and the lack of a skilled job raise concerns about financial stability",,,,"Additionally, the foreign worker status and the lack of a skilled job raise concerns about financial stability",,
bad_credit,Checking account is negative balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is shorter than 1 year; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags that indicate poor creditworthiness: a negative checking account balance, a long loan duration exceeding the majority of cases, a high loan amount exceeding the majority of cases, a low saving account balance, a short employment history, a high installment rate exceeding the majority of cases, and being a foreign worker. These factors suggest potential financial instability and a higher risk of defaulting on loans. 
",a negative checking account balance; a long loan duration exceeding the majority of cases; a high loan amount exceeding the majority of cases; a low saving account balance; a short employment history; a high installment rate exceeding the majority of cases; and being a foreign worker,,,,,,
bad_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is high balance; Present employment is shorter than 1 year; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

Based on the provided attributes, the customer exhibits several red flags that indicate poor creditworthiness.  The high loan amount and duration, coupled with a shorter employment history and a foreign worker status, suggest a higher risk of default. Additionally, the lack of a stable income source and the presence of other installment plans raise concerns about their ability to manage debt. 
","The high loan amount and duration; coupled with a shorter employment history and a foreign worker status, suggest a higher risk of default; Additionally, the lack of a stable income source and the presence of other installment plans raise concerns about their ability to manage debt"," Additionally, the lack of a stable income source and the presence of other installment plans raise concerns about their ability to manage debt"," Additionally, the lack of a stable income source and the presence of other installment plans raise concerns about their ability to manage debt"," Additionally, the lack of a stable income source and the presence of other installment plans raise concerns about their ability to manage debt"," Additionally, the lack of a stable income source and the presence of other installment plans raise concerns about their ability to manage debt",," Additionally, the lack of a stable income source and the presence of other installment plans raise concerns about their ability to manage debt"
bad_credit,Checking account is low balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is unknown or none; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is not own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for poor creditworthiness: low balance in both checking and savings accounts, a long loan duration exceeding the majority of cases, a high loan amount exceeding the majority of cases, and a foreign worker status. These factors suggest potential financial instability and a higher risk of defaulting on loans. 
",low balance in both checking and savings accounts; a long loan duration exceeding the majority of cases; a high loan amount exceeding the majority of cases; and a foreign worker status,,,,,,
bad_credit,Checking account is negative balance; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is real estate; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for bad creditworthiness: a negative checking account balance, a short loan duration, a low loan amount, a low saving account balance, a high installment rate exceeding 50% of disposable income, and a foreign worker status. These factors suggest potential financial instability and a higher risk of defaulting on loans. 
",a negative checking account balance; a short loan duration; a low loan amount; a low saving account balance; a high installment rate exceeding 50% of disposable income; and a foreign worker status,,,,,,
bad_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is high balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is building society savings agreement or life insurance; Age is younger than 50% of all cases in the bank; Other installment plans are banks; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

Based on the provided attributes, the customer exhibits several red flags that indicate poor creditworthiness.  The high installment rate compared to disposable income, foreign worker status, and lack of a registered phone number all suggest potential financial instability and risk. Additionally, the loan duration and amount, along with the lack of a stable employment history, further contribute to a negative credit profile. 
","The high installment rate compared to disposable income; foreign worker status; and lack of a registered phone number all suggest potential financial instability and risk; Additionally, the loan duration and amount, along with the lack of a stable employment history, further contribute to a negative credit profile","Additionally, the loan duration and amount, along with the lack of a stable employment history, further contribute to a negative credit profile","Additionally, the loan duration and amount, along with the lack of a stable employment history, further contribute to a negative credit profile","Additionally, the loan duration and amount, along with the lack of a stable employment history, further contribute to a negative credit profile","Additionally, the loan duration and amount, along with the lack of a stable employment history, further contribute to a negative credit profile",and lack of a registered phone number all suggest potential financial instability and risk,
bad_credit,Checking account is low balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is shorter than 1 year; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is unknown or none; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is not own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for poor creditworthiness: low balance in both checking and savings accounts, a long loan duration exceeding the majority of cases, a high loan amount exceeding the majority of cases, a short employment history, and a low installment rate compared to the average. Additionally, the foreign worker status and lack of property ownership further contribute to a negative credit profile. 
","low balance in both checking and savings accounts; a long loan duration exceeding the majority of cases; a high loan amount exceeding the majority of cases; a short employment history; and a low installment rate compared to the average; Additionally, the foreign worker status and lack of property ownership further contribute to a negative credit profile",,,,,,
bad_credit,Checking account is low balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is a co-applicant for other debts; Property is car or other; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is not a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags that indicate poor creditworthiness: low balance in both checking and savings accounts, a long loan duration exceeding the majority of cases, a high loan amount exceeding the majority of cases, and a history of co-applicant status for other debts.  Additionally, the customer's employment history, lack of skilled job, and reliance on others for maintenance suggest financial instability and a higher risk of default.  The foreign worker status further complicates the situation. 
","low balance in both checking and savings accounts; a long loan duration exceeding the majority of cases; a high loan amount exceeding the majority of cases; and a history of co-applicant status for other debts; Additionally, the customer's employment history, lack of skilled job, and reliance on others for maintenance suggest financial instability and a higher risk of default; The foreign worker status further complicates the situation",,,,,,
bad_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is shorter than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is unknown or none; Age is older than 50% of all cases in the bank; Other installment plans are banks; Housing is own; Job is not a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

Based on the provided attributes, the customer exhibits several red flags that indicate poor creditworthiness.  The high loan amount and short loan duration suggest potential risk, while the low savings balance and foreign worker status raise further concerns. The combination of these factors, coupled with the lack of a stable employment history and the presence of other installment plans, points towards a higher likelihood of default. 
","The high loan amount and short loan duration suggest potential risk; while the low savings balance and foreign worker status raise further concerns; The combination of these factors, coupled with the lack of a stable employment history and the presence of other installment plans, points towards a higher likelihood of default","The combination of these factors, coupled with the lack of a stable employment history and the presence of other installment plans, points towards a higher likelihood of default","The combination of these factors, coupled with the lack of a stable employment history and the presence of other installment plans, points towards a higher likelihood of default","The combination of these factors, coupled with the lack of a stable employment history and the presence of other installment plans, points towards a higher likelihood of default","The combination of these factors, coupled with the lack of a stable employment history and the presence of other installment plans, points towards a higher likelihood of default",,
bad_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is real estate; Age is younger than 50% of all cases in the bank; Other installment plans are stores; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for bad credit: low savings, high loan amounts, long loan durations, and a high installment rate.  Additionally, the foreign worker status and younger age further contribute to a lower creditworthiness score. 
","low savings; high loan amounts; long loan durations; and a high installment rate; Additionally, the foreign worker status and younger age further contribute to a lower creditworthiness score",,,,,,
bad_credit,Checking account is negative balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is high balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is not a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for bad creditworthiness: a negative checking account balance, a long loan duration exceeding 50% of the bank's cases, a high loan amount exceeding 50% of the bank's cases, and a high installment rate exceeding 50% of the bank's cases. These factors suggest potential financial instability and a high risk of default. Additionally, the customer is a foreign worker, which can further raise concerns about their ability to manage financial obligations. 
","a negative checking account balance; a long loan duration exceeding 50% of the bank's cases; a high loan amount exceeding 50% of the bank's cases; and a high installment rate exceeding 50% of the bank's cases; Additionally, the customer is a foreign worker, which can further raise concerns about their ability to manage financial obligations",,,,,,
bad_credit,Checking account is negative balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is high balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags that indicate poor creditworthiness: a negative checking account balance, a long loan duration exceeding the majority of cases, a high loan amount exceeding the majority of cases, and a foreign worker status. These factors suggest potential financial instability and a higher risk of defaulting on loans.  
",a negative checking account balance; a long loan duration exceeding the majority of cases; a high loan amount exceeding the majority of cases; and a foreign worker status,,,,,,
bad_credit,Checking account is negative balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is real estate; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for bad credit: a negative checking account balance, a loan duration exceeding the average, a loan amount below the average, a low balance in their saving account, and a relatively short employment history.  Additionally, the foreign worker status and the lower installment rate compared to the average suggest potential financial instability. 
","a negative checking account balance; a loan duration exceeding the average; a loan amount below the average; a low balance in their saving account; and a relatively short employment history; Additionally, the foreign worker status and the lower installment rate compared to the average suggest potential financial instability",,,,,,
